Last Updated Date,Last Updated Date일,Employer,Doing Business As,Account Status,Opted into E-Verify+,Date Enrolled,Date Terminated,Workforce Size,Hiring Site Locations,Number of Hiring Sites,레코드 수
2026. 1. 28.,2026년 1월 28일,Open Arms & Heart Services Inc,,Open,Yes,01/28/2026,,20 to 99,FL,2,1
2026. 1. 28.,2026년 1월 28일,"ORPHEUS CHAMBER ORCHESTRA, INC",,Open,No,01/28/2026,,100 to 499,NY,1,1
2026. 1. 28.,2026년 1월 28일,"Oscar Medical Group, PA",,Open,Yes,01/28/2026,,100 to 499,NY,1,1
2026. 1. 28.,2026년 1월 28일,OUTDOOR SOLUTIONS OF CENTRAL FLORIDA LLC,,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,"PacWest Healthcare, PLLC",,Open,Yes,01/28/2026,,20 to 99,WA,1,1
2026. 1. 28.,2026년 1월 28일,Pavan Logistics LLC,,Open,No,01/28/2026,,20 to 99,PA,1,1
2026. 1. 28.,2026년 1월 28일,"PEARL MERCHANDISING AND DISTRIBUTION, INC.",,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,Pepper Medical,,Open,Yes,01/28/2026,,20 to 99,PA,1,1
2026. 1. 28.,2026년 1월 28일,Personic Management Company LLC,,Open,Yes,01/28/2026,,20 to 99,"AL,FL,IL,KY,MD,NY,PA,TN,TX,VA",10,1
2026. 1. 28.,2026년 1월 28일,PGA SOUTHWEST SECTION,,Open,No,01/28/2026,,5 to 9,AZ,1,1
2026. 1. 28.,2026년 1월 28일,PGH Holdco LLC,PGH,Open,Yes,01/28/2026,,20 to 99,"AZ,KY",2,1
2026. 1. 28.,2026년 1월 28일,Pharmgate Inc - 2958671,,Open,No,01/28/2026,,100 to 499,"AZ,MN,NE",3,1
2026. 1. 28.,2026년 1월 28일,"Pinnacle Engineering Group, LLC",,Open,Yes,01/28/2026,,20 to 99,"IL,WI",4,1
2026. 1. 28.,2026년 1월 28일,"Plei, Inc.",,Open,No,01/28/2026,,20 to 99,FL,2,1
2026. 1. 28.,2026년 1월 28일,"Powered by Food, LLC",1228 Main,Open,No,01/28/2026,,20 to 99,NV,1,1
2026. 1. 28.,2026년 1월 28일,Pro-Grind and Manufacturing LLC,,Open,Yes,01/28/2026,,20 to 99,TX,1,1
2026. 1. 28.,2026년 1월 28일,Proficium LLC,,Open,No,01/28/2026,,100 to 499,CA,1,1
2026. 1. 28.,2026년 1월 28일,"Proman Staffing, LLC",,Open,No,01/28/2026,,"5,000 to 9,999",IL,1,1
2026. 1. 28.,2026년 1월 28일,"ProMotion Physical Therapy of Florence, LLC",ProMotion Rehab and Sports Medicine,Open,Yes,01/28/2026,,20 to 99,SC,5,1
2026. 1. 28.,2026년 1월 28일,ProScore Technologies LLC,,Open,Yes,01/28/2026,,10 to 19,TX,1,1
2026. 1. 28.,2026년 1월 28일,"PROSTAR TECHNOLOGIES, INC",,Open,No,01/28/2026,,10 to 19,"FL,NY",2,1
2026. 1. 28.,2026년 1월 28일,"PruittHealth Home Health - Florida, Inc.",,Open,No,01/28/2026,,20 to 99,"FL,GA",2,1
2026. 1. 28.,2026년 1월 28일,"PruittHealth Home Health - Florida, Inc. d/b/a PruittHealth @ Home Tampa",,Open,No,01/09/2026,,20 to 99,"FL,GA",2,1
2026. 1. 28.,2026년 1월 28일,PVinsight,PVinsight,Open,Yes,01/28/2026,,10 to 19,TX,1,1
2026. 1. 28.,2026년 1월 28일,Qernel Inc,,Open,Yes,01/28/2026,,10 to 19,CA,2,1
2026. 1. 28.,2026년 1월 28일,"QUALIFY HEALTH, INC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Rapidx Management LLC,,Open,No,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,RDWilkerson DMD PC,St. James Dental Center,Open,No,01/28/2026,,10 to 19,MO,1,1
2026. 1. 28.,2026년 1월 28일,"Refrigeration Mechanics, Inc.",,Open,Yes,01/28/2026,,5 to 9,OH,1,1
2026. 1. 28.,2026년 1월 28일,Relevance Lab Inc,,Open,No,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,Residential Hospice of Southern Illinois,,Open,No,01/28/2026,,100 to 499,IL,1,1
2026. 1. 28.,2026년 1월 28일,"Residential Hospice, LLC",,Open,No,01/28/2026,,100 to 499,MI,1,1
2026. 1. 28.,2026년 1월 28일,Resonate Recordings,,Open,No,01/28/2026,,10 to 19,KY,1,1
2026. 1. 28.,2026년 1월 28일,Responsive Capital Ventures,,Open,Yes,01/28/2026,,10 to 19,SC,1,1
2026. 1. 28.,2026년 1월 28일,Revival Thrift,Revival Thrift,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,Riverside Community Health Foundation,,Open,No,01/28/2026,,20 to 99,CA,3,1
2026. 1. 28.,2026년 1월 28일,Roland-Story Community School District,,Open,No,01/28/2026,,100 to 499,IA,1,1
2026. 1. 28.,2026년 1월 28일,"RP PAWS, LLC",Posh Paws Grooming,Open,Yes,01/28/2026,,5 to 9,"AZ,WI",2,1
2026. 1. 28.,2026년 1월 28일,"Rt Management Services, Inc.",Pulmonary Health Network,Open,Yes,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Rudy Glass Company INC,Rudy Glass Company,Open,Yes,01/28/2026,,10 to 19,AZ,1,1
2026. 1. 28.,2026년 1월 28일,Ryan Khan Insurance LLC,State Farm Insurance,Open,Yes,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,S&P Contract Glazing LLC,,Open,Yes,01/28/2026,,10 to 19,AZ,1,1
2026. 1. 28.,2026년 1월 28일,"SABAL CONSTRUCTION AND ROOFING, LLC","SABAL CONSTRUCTION AND ROOFING, LLC",Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,Saddleback Communications,,Open,No,01/28/2026,,20 to 99,AZ,1,1
2026. 1. 28.,2026년 1월 28일,Salice America,,Open,Yes,01/28/2026,,20 to 99,"CA,NC",2,1
2026. 1. 28.,2026년 1월 28일,Salt River Fields at Talking Stick,,Open,No,01/28/2026,,20 to 99,AZ,1,1
2026. 1. 28.,2026년 1월 28일,Salt River Landfill,,Open,No,01/28/2026,,20 to 99,AZ,1,1
2026. 1. 28.,2026년 1월 28일,"SB Diamondback Holdings, LLC",Diamondback Plumbing,Open,Yes,01/28/2026,,20 to 99,AZ,1,1
2026. 1. 28.,2026년 1월 28일,SCARBOROUGH AND TWEED INC,,Open,No,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,Sears Manufacturing Company,,Open,No,01/27/2026,,500 to 999,IA,1,1
2026. 1. 28.,2026년 1월 28일,Seaside Pediatric Dental Associates PA,,Open,No,01/28/2026,,10 to 19,SC,1,1
2026. 1. 28.,2026년 1월 28일,Self Opportunity Inc,,Open,No,01/28/2026,,20 to 99,TX,1,1
2026. 1. 28.,2026년 1월 28일,"Sessley Building Services, LLC",,Open,Yes,01/28/2026,,10 to 19,OH,1,1
2026. 1. 28.,2026년 1월 28일,"Shealys, Inc. 2958164",,Open,No,01/28/2026,,100 to 499,"NC,SC",3,1
2026. 1. 28.,2026년 1월 28일,Shore Acres Nursing and Rehab LLC,Shore Acres Care Center,Open,Yes,01/28/2026,,100 to 499,FL,1,1
2026. 1. 28.,2026년 1월 28일,Siesta 4044 LLC,Siesta,Open,Yes,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,Signature Trucking & Transport,,Open,Yes,01/28/2026,,5 to 9,AZ,1,1
2026. 1. 28.,2026년 1월 28일,Silverstar Automotive Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Silverstar Memphis LLC,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,SIXTH FLAG PLANTED LLC,,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,SIYA LLC,DAYS INN & SUITES,Open,Yes,01/28/2026,,5 to 9,LA,1,1
2026. 1. 28.,2026년 1월 28일,SMILE FUSION DENTAL LABS,,Open,No,01/28/2026,,5 to 9,KY,1,1
2026. 1. 28.,2026년 1월 28일,SNBCare Management Services LLC,,Open,Yes,01/28/2026,,10 to 19,"MA,RI",3,1
2026. 1. 28.,2026년 1월 28일,Soccer Fun Camp,,Open,Yes,01/28/2026,,10 to 19,WA,2,1
2026. 1. 28.,2026년 1월 28일,Sole East LLC,Sole East Resort,Open,Yes,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,Sonderen Packaging Inc,,Open,No,01/28/2026,,100 to 499,WA,1,1
2026. 1. 28.,2026년 1월 28일,"South County Motorcycles, Inc","South County Motorcycles, Inc",Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,SOUTH STANDARD LOGISTICS,SOUTH STANDARD LOGISTICS,Open,Yes,01/28/2026,,100 to 499,GA,2,1
2026. 1. 28.,2026년 1월 28일,Southern Steel Specialists LLC,,Open,Yes,01/28/2026,,20 to 99,GA,1,1
2026. 1. 28.,2026년 1월 28일,Southwestern Indiana Child Advocacy Center Coalition,SWICACC,Open,Yes,01/28/2026,,5 to 9,IN,1,1
2026. 1. 28.,2026년 1월 28일,Staffing Synergies,,Open,No,01/28/2026,,"1,000 to 2,499",NJ,1,1
2026. 1. 28.,2026년 1월 28일,Stafford Landscaping Inc.,,Open,Yes,01/28/2026,,10 to 19,GA,1,1
2026. 1. 28.,2026년 1월 28일,"Stansell Construction, LLC",Stansell Construction,Open,Yes,01/28/2026,,10 to 19,TX,1,1
2026. 1. 28.,2026년 1월 28일,"Stedfast Medical Services, LLC",Psychiatry of the Palm Beaches,Open,Yes,01/15/2026,,20 to 99,FL,8,1
2026. 1. 28.,2026년 1월 28일,STHRN Hospitality Co,,Open,No,01/28/2026,,100 to 499,GA,2,1
2026. 1. 28.,2026년 1월 28일,"Straightline Landscape, Inc",,Open,Yes,01/28/2026,,10 to 19,AZ,1,1
2026. 1. 28.,2026년 1월 28일,Sunshine Diagnostic,Rapidx Mobile X-ray ,Open,No,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,SUPER CROWN WINGS FENG LLC,,Open,Yes,01/28/2026,,10 to 19,MS,1,1
2026. 1. 28.,2026년 1월 28일,SUPER CROWN WINGS LLC,,Open,Yes,01/28/2026,,10 to 19,MS,1,1
2026. 1. 28.,2026년 1월 28일,Superior 1 Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Superior 6 Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Superior Auto Mall LLC,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Superior Ford Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Superior Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Superior Nissan of Conway Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,T-J Inc,,Open,No,01/28/2026,,20 to 99,"NE,WY",4,1
2026. 1. 28.,2026년 1월 28일,"Taconic Enterprises, LLC",The Lemon Tree,Open,Yes,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Tally Capital Hotel, LLC",,Open,No,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,"TAMPA VA RESEARCH AND EDUCATION FOUNDATION, INC.",,Open,No,01/28/2026,,20 to 99,FL,2,1
2026. 1. 28.,2026년 1월 28일,TDM Investments Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Tech Buzz Software Solutions LLC,,Open,Yes,01/28/2026,,5 to 9,NC,1,1
2026. 1. 28.,2026년 1월 28일,"Teen Job Help, Inc.",,Open,No,01/28/2026,,5 to 9,IL,1,1
2026. 1. 28.,2026년 1월 28일,TGP Operations Inc,Brazil Hardware,Open,Yes,01/28/2026,,10 to 19,IN,1,1
2026. 1. 28.,2026년 1월 28일,"The Bazooka Companies, LLC",,Open,No,01/28/2026,,100 to 499,"NY,PA",3,1
2026. 1. 28.,2026년 1월 28일,The Builders Group,,Open,No,01/28/2026,,100 to 499,AL,1,1
2026. 1. 28.,2026년 1월 28일,"THE CARPET BOUTIQUE II, INC",,Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,The Holm Group Corporation,,Open,Yes,01/28/2026,,5 to 9,CA,1,1
2026. 1. 28.,2026년 1월 28일,"The London Orlando, LLC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,"THE MIAMI FOOTBALL CLUB, LLC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,The Phoenix Alliance LLC,Photoscape,Open,Yes,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,"The Total Garage Store, LLC","Farmer, Allied, Jackson, EXL, Smiths & Arden Garage Door",Open,No,01/28/2026,,100 to 499,"NC,TN",6,1
2026. 1. 28.,2026년 1월 28일,Timothy A Leach,,Open,Yes,01/28/2026,,5 to 9,TX,1,1
2026. 1. 28.,2026년 1월 28일,Toasted Owl Inc.,Toasted Owl Inc.,Open,Yes,01/28/2026,,20 to 99,AZ,2,1
2026. 1. 28.,2026년 1월 28일,Total Life Care Center Inc.,,Open,Yes,01/28/2026,,5 to 9,GA,1,1
2026. 1. 28.,2026년 1월 28일,Town of North Courtland,Municipality,Open,Yes,01/28/2026,,5 to 9,AL,1,1
2026. 1. 28.,2026년 1월 28일,Town of Whiteland,Town of Whiteland,Open,Yes,01/28/2026,,20 to 99,IN,1,1
2026. 1. 28.,2026년 1월 28일,Trailer Source Inc,,Open,No,01/28/2026,,100 to 499,WA,1,1
2026. 1. 28.,2026년 1월 28일,TRAXNYC CORP,TRAXNYC CORP,Open,Yes,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,Trilogy Health Services,Willows at Okemos,Open,Yes,01/28/2026,,100 to 499,MI,1,1
2026. 1. 28.,2026년 1월 28일,"Turf Guys Miami, LLC",,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Two Hotel, LLC",Home2 by Hilton Hickory,Open,Yes,01/28/2026,,20 to 99,NC,1,1
2026. 1. 28.,2026년 1월 28일,United Distributing LLC,,Open,No,01/28/2026,,100 to 499,AL,1,1
2026. 1. 28.,2026년 1월 28일,United Investment Solutions Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,United Way of Greater Cleveland,United Way of Greater Cleveland,Open,Yes,01/28/2026,,20 to 99,OH,1,1
2026. 1. 28.,2026년 1월 28일,Upstart Mortgage LLC,,Open,No,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,Upstart Network Inc,,Open,No,01/28/2026,,"1,000 to 2,499",CA,1,1
2026. 1. 28.,2026년 1월 28일,"Val Kotter & Sons, Inc.","Val Kotter & Sons, Inc.",Open,Yes,01/28/2026,,10 to 19,UT,1,1
2026. 1. 28.,2026년 1월 28일,Velocity1 Technologies LLC,Velocity1,Open,Yes,01/28/2026,,20 to 99,"AL,FL,GA,MS,NC,TN,VA",7,1
2026. 1. 28.,2026년 1월 28일,Vertilite Inc,Vertilite Inc,Open,Yes,01/28/2026,,10 to 19,CA,1,1
2026. 1. 28.,2026년 1월 28일,Vesta Production LLC,All For Signs,Open,Yes,01/28/2026,,20 to 99,FL,2,1
2026. 1. 28.,2026년 1월 28일,Veterinary Emergency and Referral Center,,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Villa Roma Resorts Lodges,,Open,No,01/28/2026,,100 to 499,NY,1,1
2026. 1. 28.,2026년 1월 28일,"Vintage Title Company, Inc.",,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,VP Advanced Solutions LLC,VP Group Solutions,Open,Yes,01/28/2026,,10 to 19,CA,1,1
2026. 1. 28.,2026년 1월 28일,VS Pools LLC,Pinch a Penny,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,W2 Consulting Corporation,W2 Consulting Corporation,Open,Yes,01/28/2026,,10 to 19,MD,1,1
2026. 1. 28.,2026년 1월 28일,"Walter Services, Inc",,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,"WARREN NAPLES, LLC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Waterside Automotive LLC,,Open,No,01/28/2026,,100 to 499,FL,1,1
2026. 1. 28.,2026년 1월 28일,Waterside Investments Inc,,Open,No,01/28/2026,,100 to 499,TX,1,1
2026. 1. 28.,2026년 1월 28일,WDW Birmingham PLLC,Whole Dental Wellness,Open,No,01/28/2026,,10 to 19,MI,1,1
2026. 1. 28.,2026년 1월 28일,WDW Eastpointe PLLC,Lakeshore Periodontics & Oral Surgery ,Open,No,01/28/2026,,10 to 19,MI,1,1
2026. 1. 28.,2026년 1월 28일,WDW Roseville PLLC,Whole Dental Wellness,Open,No,01/28/2026,,10 to 19,MI,1,1
2026. 1. 28.,2026년 1월 28일,"Weiss-Magness Architects, Inc.",WMA,Open,Yes,01/28/2026,,5 to 9,"AZ,SC",2,1
2026. 1. 28.,2026년 1월 28일,WESTEK SYSTMS INC.,WESTEK BUILDERS,Open,Yes,01/28/2026,,10 to 19,CA,1,1
2026. 1. 28.,2026년 1월 28일,Westport Linen Services,,Open,No,01/28/2026,,100 to 499,LA,1,1
2026. 1. 28.,2026년 1월 28일,WH25 GENESIS OF OMAHA,,Open,No,01/28/2026,,10 to 19,NE,1,1
2026. 1. 28.,2026년 1월 28일,Wheelers Bagels,Wheelers Bagels,Open,Yes,01/28/2026,,10 to 19,TN,1,1
2026. 1. 28.,2026년 1월 28일,"Williams Enterprises of Georgia, Inc.",,Open,Yes,01/28/2026,,10 to 19,GA,2,1
2026. 1. 28.,2026년 1월 28일,Wing It Productions,Jet City Improv,Open,Yes,01/28/2026,,5 to 9,WA,1,1
2026. 1. 28.,2026년 1월 28일,"Winnsboro Opco, LLC",Legacy Nursing and Rehabiliation of Winnsboro,Open,Yes,01/28/2026,,100 to 499,LA,1,1
2026. 1. 28.,2026년 1월 28일,Wormald Commercial,Wormald Commercial,Open,Yes,01/28/2026,,5 to 9,MD,1,1
2026. 1. 28.,2026년 1월 28일,You Are Family Primary Care LLC,,Open,Yes,01/28/2026,,10 to 19,AZ,1,1
2026. 1. 28.,2026년 1월 28일,YTL INTERNATIONAL INC,,Open,No,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,Zapwater Communications Inc.,Zapwater Communications Inc.,Open,Yes,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,ZIP LOGISTICS LLC,,Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 27.,2026년 1월 27일,"3-J Hospitality, LLC",,Open,No,01/27/2026,,20 to 99,FL,1,1
2026. 1. 27.,2026년 1월 27일,17Capital Americas Inc,,Open,Yes,01/27/2026,,20 to 99,NY,1,1
2026. 1. 27.,2026년 1월 27일,100ms Inc,100ms Inc,Open,Yes,01/27/2026,,5 to 9,CA,1,1
2026. 1. 27.,2026년 1월 27일,A Healthier Democracy,,Open,Yes,01/27/2026,,20 to 99,MA,1,1
2026. 1. 27.,2026년 1월 27일,"A2 Labs, Inc.",,Open,Yes,01/27/2026,,10 to 19,NY,1,1
2026. 1. 27.,2026년 1월 27일,AB Hotels Morristown LLC,,Open,No,01/27/2026,,20 to 99,TN,1,1
2026. 1. 27.,2026년 1월 27일,Advanced Nutrients,,Open,Yes,01/27/2026,,100 to 499,"CA,MI,WA",4,1
2026. 1. 27.,2026년 1월 27일,Airco Aerospace Plating LLC,,Open,No,01/27/2026,,100 to 499,FL,1,1
2026. 1. 27.,2026년 1월 27일,ALBAR INDUSTRIES INC.,,Open,No,01/27/2026,,100 to 499,MI,1,1
2026. 1. 27.,2026년 1월 27일,Alimetrix Inc,,Open,Yes,01/27/2026,,20 to 99,AL,1,1
2026. 1. 27.,2026년 1월 27일,All Children Christian Academy,,Open,Yes,01/27/2026,,10 to 19,FL,1,1
2026. 1. 27.,2026년 1월 27일,"AMBASSADOR ENTERPRISES, LLC",,Open,No,01/27/2026,,20 to 99,IN,1,1
2026. 1. 27.,2026년 1월 27일,AMERICAN CLASSICS APPAREL,,Open,No,01/27/2026,,20 to 99,AL,1,1
2026. 1. 27.,2026년 1월 27일,Anikare inc,,Open,Yes,01/27/2026,,5 to 9,MI,1,1
2026. 1. 27.,2026년 1월 27일,Applied Test Systems,,Open,Yes,01/27/2026,,20 to 99,PA,1,1
2026. 1. 27.,2026년 1월 27일,AQUA Management Services LLC,,Open,Yes,01/27/2026,,10 to 19,MI,2,1
2026. 1. 27.,2026년 1월 27일,Armour House,,Open,Yes,01/27/2026,,20 to 99,AL,1,1
2026. 1. 27.,2026년 1월 27일,"Ashley Lifting Products, Inc.",,Open,Yes,01/27/2026,,10 to 19,GA,1,1
2026. 1. 27.,2026년 1월 27일,ATL Hospice & Palliative Care,,Open,Yes,01/27/2026,,10 to 19,GA,1,1
2026. 1. 27.,2026년 1월 27일,"AUTUMN MT, INC",,Open,Yes,01/27/2026,,5 to 9,CA,1,1
2026. 1. 27.,2026년 1월 27일,AVANT HOSPITALITY LLC,AMERICAN BEST VALUE INN,Open,Yes,01/27/2026,,10 to 19,NC,1,1
2026. 1. 27.,2026년 1월 27일,AVIANT HEALTHCARE LLC,,Open,No,01/27/2026,,20 to 99,AZ,1,1
2026. 1. 27.,2026년 1월 27일,Axis Parts,Axis Parts,Open,Yes,01/27/2026,,5 to 9,UT,1,1
2026. 1. 27.,2026년 1월 27일,Baraka DDD LLC,Baraka DDD LLC,Open,Yes,01/27/2026,,5 to 9,AZ,1,1
2026. 1. 27.,2026년 1월 27일,Bayonne University Hospital,,Open,No,01/27/2026,,500 to 999,NJ,1,1
2026. 1. 27.,2026년 1월 27일,BECKHAM COUNTY,BECKHAM COUNTY,Open,Yes,01/27/2026,,100 to 499,OK,1,1
2026. 1. 27.,2026년 1월 27일,Best Little Dog House LLC,,Open,Yes,01/27/2026,,10 to 19,GA,1,1
2026. 1. 27.,2026년 1월 27일,BESTPROVISIONS HOLDCO LLC,BESTPROVISIONS HOLDCO LLC,Open,Yes,01/27/2026,,20 to 99,NJ,1,1
2026. 1. 27.,2026년 1월 27일,"Bionews, Inc.",,Open,Yes,01/27/2026,,20 to 99,FL,1,1
2026. 1. 27.,2026년 1월 27일,Black Bear Asset Management LLC,,Open,No,01/27/2026,,5 to 9,NY,1,1
2026. 1. 27.,2026년 1월 27일,BLOOMWELL HEALTH LLC,SPROUTLY CONSULTING,Open,Yes,01/27/2026,,5 to 9,NC,2,1
2026. 1. 27.,2026년 1월 27일,Bobo Corporation,Bobo Izakaya,Open,Yes,01/27/2026,,10 to 19,GA,1,1
2026. 1. 27.,2026년 1월 27일,Boca Circle Rehabilitation Center,Boca Circle Rehabilitation Center,Open,Yes,01/27/2026,,100 to 499,FL,1,1
2026. 1. 27.,2026년 1월 27일,Brian K Dennis DDS PC,Brian K Dennis DDS,Open,No,01/27/2026,,5 to 9,NM,1,1
2026. 1. 27.,2026년 1월 27일,Bright Community Health LLC,,Open,Yes,01/27/2026,,5 to 9,FL,1,1
2026. 1. 27.,2026년 1월 27일,"Brinter, Inc.",,Open,Yes,01/27/2026,,5 to 9,"CA,NC",2,1
2026. 1. 27.,2026년 1월 27일,Business Essential Services LLC,,Open,No,01/27/2026,,10 to 19,GA,1,1
2026. 1. 27.,2026년 1월 27일,"BUTTERFLY ART COLLECTIVE, LLC",,Open,No,01/27/2026,,10 to 19,AZ,1,1
2026. 1. 27.,2026년 1월 27일,C323 Life LLC,C3 Insurance Group,Open,Yes,01/27/2026,,5 to 9,"FL,GA,MS,NC,TN",6,1
2026. 1. 27.,2026년 1월 27일,C&C Equity LLC,,Open,Yes,01/27/2026,,10 to 19,FL,1,1
2026. 1. 27.,2026년 1월 27일,California Maternal Fetal Medicine,,Open,No,01/27/2026,,20 to 99,CA,1,1
2026. 1. 27.,2026년 1월 27일,Canopy Pediatric Care LLC,,Open,No,01/27/2026,,5 to 9,LA,1,1
2026. 1. 27.,2026년 1월 27일,Canyon State Roofing and Consulting,Canyon State Roofing and Consulting,Open,Yes,01/27/2026,,5 to 9,AZ,1,1
2026. 1. 27.,2026년 1월 27일,Capstone LLC,Capstone LLC,Open,Yes,01/27/2026,,100 to 499,"DC,NY,TX",3,1
2026. 1. 27.,2026년 1월 27일,Caring Professionals inc,,Open,Yes,01/27/2026,,"1,000 to 2,499",MI,1,1
2026. 1. 27.,2026년 1월 27일,Cascade Pizza Inc,,Open,No,01/27/2026,,20 to 99,FL,1,1
2026. 1. 27.,2026년 1월 27일,CB Slugger LLC,,Open,No,01/27/2026,,5 to 9,KY,1,1
2026. 1. 27.,2026년 1월 27일,"CELENIUM MANAGEMENT, LLC",,Open,No,01/27/2026,,5 to 9,NY,1,1
2026. 1. 27.,2026년 1월 27일,Centropy Consulting Group,,Open,Yes,01/27/2026,,10 to 19,PA,1,1
2026. 1. 27.,2026년 1월 27일,Ceragon Networks Inc.,,Open,No,01/27/2026,,100 to 499,TX,1,1
2026. 1. 27.,2026년 1월 27일,"Channel Bakers, LLC",,Open,No,01/27/2026,,20 to 99,CA,1,1
2026. 1. 27.,2026년 1월 27일,CHARITYBUZZ LLC,,Open,No,01/27/2026,,20 to 99,"CA,NY",2,1
2026. 1. 27.,2026년 1월 27일,Cherry Smash LLC,,Open,No,01/27/2026,,20 to 99,FL,1,1
2026. 1. 27.,2026년 1월 27일,Chestnut Hill Al OpCo LLC,Viva at Chestnut Hill,Open,No,01/27/2026,,20 to 99,PA,1,1
2026. 1. 27.,2026년 1월 27일,Childrens Paradise Learning Center 5 INC,,Open,Yes,01/27/2026,,20 to 99,FL,1,1
2026. 1. 27.,2026년 1월 27일,City of Pine City,,Open,Yes,01/27/2026,,20 to 99,MN,1,1
2026. 1. 27.,2026년 1월 27일,"CITY OPTICAL CO., INC.",,Open,No,01/27/2026,,100 to 499,IN,1,1
2026. 1. 27.,2026년 1월 27일,Clark Energy Cooperative,Clark Energy Cooperative,Open,Yes,01/27/2026,,20 to 99,KY,3,1
2026. 1. 27.,2026년 1월 27일,Clearwater FL Caregiving,Cornerstone Caregiving,Open,Yes,01/27/2026,,100 to 499,FL,1,1
2026. 1. 27.,2026년 1월 27일,CLOVER II CORPORATION,,Open,No,01/27/2026,,20 to 99,NY,1,1
2026. 1. 27.,2026년 1월 27일,CMJ RESTAURANT GROUP LLC,,Open,No,01/27/2026,,20 to 99,FL,1,1
2026. 1. 27.,2026년 1월 27일,CMJA RESTAURANT GROUP LLC,,Open,No,01/27/2026,,20 to 99,FL,1,1
2026. 1. 27.,2026년 1월 27일,CNET Global Solutions Inc,,Open,Yes,01/27/2026,,100 to 499,TX,1,1
2026. 1. 27.,2026년 1월 27일,Coastal Marine Construction LLC,,Open,Yes,01/27/2026,,20 to 99,MA,1,1
2026. 1. 27.,2026년 1월 27일,COD AND CAPERS SEAFOOD CORP,,Open,No,01/27/2026,,20 to 99,FL,1,1
